id,tiploc,name
9816,WDRYJN,West Drayton Jcn
9817,WDRYLAF,West Drayton Lafarge
9818,WDRYTC,West Drayton T.C.
9819,WDRYTON,West Drayton
9820,WDRYUGL,West Drayton Up Goods Loop
9821,WDST,Wood Street
9822,WDULCRD,West Dulwich - Croxted Rd
9823,WDULWCH,West Dulwich
9824,WDWTOWN,Wandsworth Town
9825,WEALCE,West Ealing ISU (CE)
9826,WEALING,West Ealing
9827,WEALINL,West Ealing Loop
9828,WEALINP,West Ealing Plasser Sdgs
9829,WEALJN,West Ealing Junction
9830,WEASTEJ,Weaste
9831,WEAVERJ,Weaver Jn
9832,WEAVUPL,Weaver Jn Up Pass Loop
9833,WEDGORB,Wedgwood Old Road Bridge
9834,WEDGWD,Wedgwood
9835,WEED200,Weedon Sig KR1200
9836,WEED201,Weedon Sig KR1201
9837,WEEDBAN,Banbury Lane LC
9838,WEEDBCE,Blisworth C.E. Sdgs
9839,WEEDBGF,Blisworth Ground Frame
9840,WEEDKGF,Kilsby G.F.
9841,WEEDON,Weedon
9842,WEEDSTO,Stow Hill Tunnel
9843,WEEDWEL,Welton
9844,WEEDWIL,Wilton Marina
9845,WEELEY,Weeley
9846,WEETON,Weeton
9847,WELHAMG,Welham Green
9848,WELHMXO,Marshmoor Crossover
9849,WELISOM,Wellington (Somerset) CE
9850,WELIXO,Wellington Somerset Xover
9851,WELLING,Welling
9852,WELNGTN,Wellington (Shropshire)
9853,WELSALC,Abermule LC
9854,WELSBUT,Buttington
9855,WELSFLC,Fron LC
9856,WELSHAN,Hanwood
9857,WELSHPL,Welshpool
9858,WELSPYC,Plas-Y-Court LC
9859,WELSRHY,Rhydwhimen L C
9860,WELSWBD,Westbury (Salop) Down
9861,WELSWBU,Westbury (Salop) Up
9862,WELSWBY,Westbury (Salop)
9863,WELSYOK,Yockleton
9864,WELTNBP,Welton B.P.
9865,WEMBGCJ,Great Central Junction
9866,WEMBLMD,Wembley LMD
9867,WEMBLSM,Wembley Stadium
9868,WEMBNEX,Wembley National Express
9869,WEMBYS,Wembley Turnback Siding
9870,WEMM,Wem
9871,WEMYSBJ,Wemyss Bay Jn
9872,WEMYSSB,Wemyss Bay
9873,WENDOVR,Wendover
9874,WENGTNX,Wennington Crossovers
9875,WENHNGR,Westenhanger
9876,WENHX,Westenhanger Crossovers
9877,WENNGTN,Wennington
9878,WENT602,Wentloog Signal C602
9879,WENTEWS,Wentloog Frht Trmnal (EWS)
9880,WENTLOG,Cardiff Wentloog IFT
9881,WENXTSE,Wells Next The Sea
9882,WESGTOS,Westgate-on-Sea
9883,WESSNCB,Woolley West Side RJB Mng
9884,WEST530,Westerton Sig YH530
9885,WEST533,Westerton Jn Sig YH533
9886,WEST534,Westerton Sig YH534
9887,WEST536,Westerton Jn Sig YH536
9888,WESTRTN,Westerton
9889,WETHCOR,Corby Gates SB
9890,WETHERL,Wetheral
9891,WETHOW,How Mill
9892,WEXFDOH,Wexford
9893,WEYB101,Weybridge Signal 101
9894,WEYB102,Weybridge Sig. WK1102
9895,WEYB212,Weybridge 212 Points
9896,WEYBDGB,Weybridge (B)
9897,WEYBDGE,Weybridge
9898,WEYBETC,Weybridge E.T.C.
9899,WEYBLE,Weybridge London End
9900,WEYM194,Weymouth Signal DR194
9901,WEYMJS,Weymouth Jersey Siding
9902,WEYMJSE,Weymouth Jersey Sdg Extn
9903,WEYMJUB,Weymouth Jubilee Sdg
9904,WEYMOCS,Weymouth C.H.S.
9905,WEYMOTL,Weymouth Tramway Line
9906,WEYMTH,Weymouth
9907,WEYMTHJ,Weymouth Jn
9908,WEYMTHQ,Weymouth Quay
9909,WFLD,Ipswich Field Sidings
9910,WGSTGPJ,Glen Parva Jn
9911,WGSTNNJ,Wigston North Jn
9912,WGSTNSJ,Wigston South Jn
9913,WGSTS,South Wigston
9914,WHAILES,Wester Hailes
9915,WHALLEY,Whalley
9916,WHALYBG,Whaley Bridge
9917,WHAM,West Ham
9918,WHAMHL,West Ham High Level
9919,WHAMLT,WEST HAM LT
9920,WHATFHH,Whatley Quarry F Liner HH
9921,WHATHAP,Hapsford Ground Frame
9922,WHATLYQ,Whatley Quarry
9923,WHCH,Whitchurch (Sth Glamorgan)
9924,WHELSTJ,Wheler Street Jn
9925,WHFD,Whitefield
9926,WHHL,Woodhall
9927,WHHRTLA,White Hart Lane
9928,WHHSJN,Whitehouse Jn
9929,WHIFGF,Whifflet Ground Frame
9930,WHIFLET,Whifflet
9931,WHIFLTL,Whifflet Loop
9932,WHIFLTN,Whifflet North Jn
9933,WHIFLTS,Whifflet South Jn
9934,WHIMPLE,Whimple
9935,WHINH,Whinhill
9936,WHISTON,Whiston
9937,WHITEHL,Whitehill
9938,WHITHVN,Whitehaven
9939,WHLA34,Whitland Signal W34
9940,WHLADS,Whitland down Sidings
9941,WHLAND,Whitland
9942,WHLE,Whitlock's End
9943,WHLE473,Whitlocks End Sig TB1473
9944,WHMDSTD,West Hampstead
9945,WHMP236,West Hampstead Signal 236
9946,WHMP467,West Hampstead Signal 467
9947,WHMP599,West Hampstead Signal 599
9948,WHMP601,West Hampstead Signal 601
9949,WHMP605,West Hampstead Signal 605
9950,WHMP617,West Hampstead Signal 617
9951,WHMPDCL,West Hampstead DCL
9952,WHMPNJN,West Hampstead North Jn
9953,WHMPSJN,West Hampstead South Jn
9954,WHMPSTM,West Hampstead Thameslink
9955,WHOLMSJ,West Holmes Jn
9956,WHORNDN,West Horndon
9957,WHRDJN,Whitehall Jn
9958,WHRDWRD,Leeds Whitehall Road
9959,WHSTBLE,Whitstable
9960,WHTBDGE,Whitley Bridge
9961,WHTBJCN,Eggborough Whitley Bdge Jn
9962,WHTBSDG,Whitley Bridge Sidings
9963,WHTCHRH,Whitchurch (Hants)
9964,WHTECAF,Cargo Fleet
9965,WHTEHSJ,Whitehouse Jn (Teesside)
9966,WHTLNGJ,Whitlingham Jn
9967,WHTLSEA,Whittlesea
9968,WHTLSER,Whittlesea Recp.
9969,WHTMEWS,Whitemoor L.D.C EWS
9970,WHTMGBF,Whitemoor L.D.C. GBRF
9971,WHTMGRP,Whitemoor Repair Pt GBRF
9972,WHTMJN,Whitemoor Jn
9973,WHTMLDC,Whitemoor Yard
9974,WHTSXSG,Whites Crossing Sdg
9975,WHTTON,Whitton
9976,WHTTONJ,Whitton Jn
9977,WHWDJN,Whitwood Jn
9978,WHWLDSB,Whitwell Derby S.B.
9979,WHWLL,Whitwell
9980,WHYTBUS,Whyteleafe South (A22)
9981,WHYTELF,Whyteleafe
9982,WHYTLFS,Whyteleafe South
9983,WICHBW,Barton & Walton
9984,WICHNRJ,Wichnor Jn
9985,WICK,Wick
9986,WICKGF,Wick G.F.
9987,WICKSDG,Wick Sdg ISU CE
9988,WIDNCJN,Widnes Carterhouse Jn S.B.
9989,WIDNES,Widnes
9990,WIDNSOT,Widnes P.S.Works (Zeneca)
9991,WIDNSTL,Widnes Tanhouse Ln (Blue C)
9992,WIDNTEU,Widnes Tanhouse (EP2)
9993,WIDNTMC,Widnes Tanhouse Ln(Tarmac)
9994,WIENNWB,Wien Nordwestbahnhof
9995,WIGA211,Wigan Wallgate Jn Sig 211
9996,WIGACAN,Wigan Canal Sidings
9997,WIGADCS,Wigan Wallgate Dn Car Sdg
9998,WIGADPL,Wigan N.W. D.P.L.
9999,WIGANBH,Wigan Boars Head G.F.
10000,WIGANDD,Wigan Diesel Depot TC
10001,WIGANNW,Wigan North Western
10002,WIGANSJ,Wigan Station Jn
10003,WIGANWL,Wigan Wallgate
10004,WIGASJN,Wigan South Jn
10005,WIGAWCS,Wigan Wallgate C.S.
10006,WIGAWSB,Wigan Wallgate SB
10007,WIGTON,Wigton
10008,WIGTROS,Rosewain L C
10009,WIGTWAV,Waver Viaduct
10010,WIKF515,Wickford Signal 5150
10011,WIKFDSD,Wickford Down Siding
10012,WIKFORD,Wickford
10013,WIKFUSD,Wickford Up Siding
10014,WILDJN,Willingdon Jn
10015,WILITON,Williton
10016,WILMCOT,Wilmcote
10017,WILNECT,Wilnecote
10018,WILT7,Wilton Junction Signal SY7
10019,WILTON,Wilton
10020,WILTONJ,Wilton Jn
10021,WILTSTH,Wilton South
10022,WIMB827,Wimbledon Signal VC827
10023,WIMBLDN,Wimbledon (C)
10024,WIMLCHS,Wimbledon Chase
10025,WINCHLS,Winchelsea
10026,WINCNEW,Winchelsea - New Inn
10027,WINCSEA,Winchelsea - Sea Road
10028,WINDSEC,Windsor & Eton Central
10029,WINERSH,Winnersh
10030,WINETGL,Winnersh Triangle
10031,WINWCKJ,Winwick Jn
10032,WISBBUS,Wisbech Bus Station
10033,WISBCHE,Wisbech East
10034,WISBECH,Wisbech
10035,WISHAW,Wishaw
10036,WISHAWC,Wishaw Central Jn
10037,WITEHIL,"Whitehill, Prince of Wales"
10038,WITH763,Witham Signal L763
10039,WITHAME,Witham
10040,WITHMDL,Witham Down Loop
10041,WITHMUL,Witham Up Loop
10042,WITHSDG,Witham Up Tamper Siding
10043,WITLEY,Witley
10044,WITNDLC,Decoy LC
10045,WITNGTN,Whittington
10046,WITOPRK,Witton Park
10047,WITTON,Witton
10048,WITYNE,Witney Market Place
10049,WIVENHO,Wivenhoe
10050,WKFLDCC,Wakefield K.Whithams Cobra
10051,WKFLDEJ,Wakefield East Jn
10052,WKFLDGL,Wakefield Kirkgate GD Loop
10053,WKFLDKG,Wakefield Kirkgate
10054,WKFLDWC,Wakefield W. Car Compounds
10055,WKFLDWG,Wakefield Westgate
10056,WKFLDWJ,Wakefield West Jn
10057,WKFLKST,Wakefield Kirkgate S&TE
10058,WKFLPSD,Wakefield Prison Sdgs
10059,WKFLWSJ,Wakefield Westgate Sth Jn
10060,WKILBRD,West Kilbride
10061,WKIR592,West Kirby Signal 592
10062,WKIR597,West Kirby Signal 597
10063,WKIRBY,West Kirby
10064,WKIRSD1,West Kirby Siding No 1
10065,WKIRSD2,West Kirby Siding No 2
10066,WKK1209,Wakefield West Sig: K1209
10067,WKK1211,Wakefield West Sig: K1211
10068,WKLW,Wicklow
10069,WKNT,Workington
10070,WKNT2SB,Workington Main No.2 SB
10071,WKNTBS,Workington (Bus Station)
10072,WKNTDJ,Derwent Jn
10073,WKNTDKS,Workington Docks (Cumb CC)
10074,WKNTDRL,Workington U.D.R.L.
10075,WKNTDRP,Workington Dks Repair DRS
10076,WKNTDRS,Workington Docks (DRS)
10077,WKNTFLR,Workington Docks (FLR)
10078,WKNTMBI,Moss Bay Ironworks
10079,WKNTNHS,Workington H.S.
10080,WKNTNYD,Workington Yard
10081,WLBCCLJ,Welbeck Colliery Jn
10082,WLBCFHH,Welbeck Colliery (FLHH)
10083,WLBCGBR,Welbeck Colliery (GBRF)
10084,WLBCKCL,Welbeck Colliery
10085,WLBCKRR,Welbeck Colliery Run Round
10086,WLDMILL,Wildmill
10087,WLDNGF,Woldingham Ground Frame
10088,WLDNGHM,Woldingham
10089,WLGFBAK,Wallingford Bakers Oven
10090,WLGFORD,Wallingford Market Place
10091,WLGFTWN,Wallingford Town Hall
10092,WLLNKJN,Wallneuk Junction
10093,WLLSPRI,"Wells, Princes Road"
10094,WLMR630,Woolmer Green Sig K630
10095,WLMRGRN,Woolmer Green Jn.
10096,WLMSDGL,Wilmslow D.G.L
10097,WLMSDRS,Wilmslow Down Rev Sdg
10098,WLMSL,Wilmslow
10099,WLMSUPS,Wilmslow Up Siding
10100,WLNDNJN,West London Junction
10101,WLNDNJW,West London Jn
10102,WLNGBDS,Wellingborough Down Siding
10103,WLNGBNJ,Wellingborough North Jn
10104,WLNGBRO,Wellingborough
10105,WLNGBUS,Wellingborough Up T.C.
10106,WLNGDGL,Wellingbro' Dn Goods Loop
10107,WLNGDSG,Wellingborough DS GBRf
10108,WLNGES,Wellingborough Engs Sdgs
10109,WLNGIRC,Irchester
10110,WLNGUSG,Wellingborough Up TC GBRf
10111,WLNTNON,Willington
10112,WLOE,London Waterloo (East)
10113,WLSD038,Willesden Signal 1038
10114,WLSD039,Willesden Signal 1039
10115,WLSD044,Willesden Signal 1044
10116,WLSD046,Willesden Signal 1046
10117,WLSD048,Willesden Signal 1048
10118,WLSD107,Willesden Sig WM623
10119,WLSD1DT,Wembley Signal WM781
10120,WLSD2DT,Willesden Brent U&D Goods2
10121,WLSD301,Willesden Sig 301 (Up DC)
10122,WLSD303,Willesden Signal 303
10123,WLSD31,Wembley Signal WM829
10124,WLSD34,Wembley Signal WM830
10125,WLSD41,Willesden Former WN31SIG
10126,WLSD811,Willesden Signal WM811
10127,WLSDBFL,Willesden Brent SDGS
10128,WLSDBLI,Willesden BLI Terminal
10129,WLSDBRG,Willesden Brent Sdgs GBRf
10130,WLSDBRN,Willesden Brent DRS
10131,WLSDBRS,Willesden Brent Sidings
10132,WLSDBSJ,Wembley Yard South Jn
10133,WLSDCE,Willesden Old Oak Sidings
10134,WLSDDST,Willesden Distillers Sdgs
10135,WLSDETG,Willesden Eurotermnal GBRF
10136,WLSDEUT,Willesden Euroterminal
10137,WLSDFFG,Willesden Ferrous Fr. GBRf
10138,WLSDFFS,Willesden Ferrous Fragment
10139,WLSDGBR,Willesden PRDC (GBRF)
10140,WLSDH48,Willsden Jn HL Sig NL 1048
10141,WLSDHLJ,Willesden H.L.J.
10142,WLSDHLS,Railnet Reception
10143,WLSDJHL,Willesden Jn. High Level
10144,WLSDJHT,Willesden Jn HL Turnback
10145,WLSDLDC,Willesden Jn LL Dn EMU C-O
10146,WLSDLLB,Willesden Jn L.L. Bay
10147,WLSDLUC,Willesden Jn LL Up EMU C-O
10148,WLSDNBJ,Willesden Sudbury Jn
10149,WLSDNFS,Willesden 'F' Sidings
10150,WLSDNJL,Willesden Jn Low Level
10151,WLSDNN7,Willesden No7
10152,WLSDNNJ,Willesden North Jn
10153,WLSDRMT,Willesden PRDC
10154,WLSDRRJ,Willesden Railnet Jn
10155,WLSDS23,Willesden Signal WS23
10156,WLSDSWE,Willesden SWS Engineers Sidings
10157,WLSDSWS,Willesden S.W.S.
10158,WLSDTMD,Willesden T.M.D
10159,WLSDWLJ,Willesden West Londn Jn
10160,WLTHQRD,Walthamstow Queen's Road
10161,WLTNCHP,Wilton C.H.P.
10162,WLTNFHH,Wilton Power Station (FHH)
10163,WLTNFLT,Wilton F.L.T.
10164,WLTNGBF,Wilton Power Station GBRf
10165,WLTNICI,Wilton I.C.I.
10166,WLTNMAR,Wilton Marcroft Eng
10167,WLTWCEN,Walthamstow Central
10168,WLVR,Wolverton
10169,WLVRLAR,Wolverton Lafarge Redland
10170,WLVRTCS,Wolverton Centre Sdgs
10171,WLVRTNW,Wolverton Works
10172,WLWY182,Welwyn GC Sig K182
10173,WLWY184,Welwyn GC Sig K184
10174,WLWYCSD,Welwyn G.C.C.S.D.
10175,WLWYNGC,Welwyn Garden City
10176,WLWYNGY,Welwyn G.C. F.D.
10177,WLWYNN,Welwyn North
10178,WLWYREV,Welwyn G.C. Rev. Sdgs.
10179,WMALING,West Malling
10180,WMBY,Wembley Central
10181,WMBYBNJ,Brent New Jn
10182,WMBYCSF,Wembley Carriage Sidings
10183,WMBYCSL,Wembley TC Carriage Sdgs
10184,WMBYDC,Wembley Central DC
10185,WMBYDRR,Wembley Signals WM827/829
10186,WMBYEFT,Wembley DBC Fan A & B
10187,WMBYHS,Wembley Loco Sidings
10188,WMBYICD,Wembley IC Depot
10189,WMBYURR,Wembley Signals WM929/931
10190,WMBYWHL,Wembley Wheel Lathe
10191,WMBYWLF,Wembley TC Wheel Lathe
10192,WMER,Windermere
10193,WMILTON,Weston Milton
10194,WMOR,Woodsmoor
10195,WMPHRAY,Wamphray G.F.
10196,WMWD,Williamwood
10197,WNCB947,Winchburgh Jn Signal EW947
10198,WNCBROJ,Winchburgh Jn
10199,WNCF102,Winchfield Signal BE5102
10200,WNCF103,Winchfield Signal BE5103
10201,WNCFETC,Winchfield E.T.C.
10202,WNCFICE,Winchfield Country End
10203,WNCFILD,Winchfield
10204,WNCFILE,Winchfield London End
10205,WNCHBUS,Winchester (Bus Station)
10206,WNCHRBS,Winchester Baltic Siding
10207,WNCHRHC,Winchester (R.H.C.Hosp)
10208,WNCHSTR,Winchester
10209,WNCOJN,Wincobank Jn.
10210,WNDMLBJ,Windmill Bridge Jn
10211,WNDSWRD,Wandsworth Road
10212,WNFRTHS,Winfrith Sdgs
10213,WNGTJN,Wooden Gate Jn.
10214,WNMHILL,Winchmore Hill
10215,WNORWDJ,West Norwood Junction
10216,WNORWOD,West Norwood
10217,WNOTLEY,White Notley
10218,WNSFD,Winsford
10219,WNSFDSB,Winsford S.B.
10220,WNSTDPK,Wanstead Park
10221,WNSUMJN,Wensum Junction
10222,WOBURNS,Woburn Sands
10223,WODBDGE,Woodbridge
10224,WODENDJ,Woodend Jn
10225,WOFERTN,Woofferton
10226,WOK1220,Woking Sig WK1220
10227,WOKI100,Woking Signal WK506
10228,WOKI119,Woking Signal WK167/369
10229,WOKI12P,Woking 2245 points
10230,WOKI201,Woking Signal WK1201
10231,WOKI203,Woking Signal WK 1203
10232,WOKI208,Woking Signal WK1208
10233,WOKI212,Woking Signal WK1212
10234,WOKI214,Woking Signal WK 1214
10235,WOKI218,Woking Signal WK1218
10236,WOKI220,Woking Signal WK1220
10237,WOKI608,Woking Signal WK608
10238,WOKI610,Woking Signal WK610
10239,WOKICHS,Woking C.H.S.
10240,WOKIDRP,Woking Down Recp
10241,WOKIEES,Woking East End Sidings
10242,WOKING,Woking
10243,WOKINGB,Woking Bay
10244,WOKINGJ,Woking Jn
10245,WOKINGY,Woking Down Yard
10246,WOKIUCS,Woking Up C.H.S.
10247,WOKIUYD,Woking Up Yard
10248,WOKIUYR,Woking Up Yard Recp.
10249,WOKIV28,Woking Signal WK507
10250,WOKIV57,Woking Signal WV57/8
10251,WOKIV84,Woking Signal WK1203
10252,WOKN14,Wokingham Signl WM14
10253,WOKN15,Wokingham Signal Wm15
10254,WOKNDS,Wokingham Down Siding
10255,WOKNGHM,Wokingham
10256,WOLEYCS,Woolley Coal Sdgs S.B.
10257,WOLLAST,Woolaston (Lydney)
10258,WOLSETC,Woolston Emer Trail Xover
10259,WOLSTON,Woolston
10260,WOLWCDY,Woolwich Dockyard
10261,WOLWCHA,Woolwich Arsenal
10262,WOMBWEL,Wombwell
10263,WONNAZE,Walton-on-the-Naze
10264,WONT,Walton-on-Thames
10265,WOODLEY,Woodley
10266,WOOL,Wool
10267,WOOL255,Wool Signal PW5255
10268,WOOL264,Wool Signal PW5264
10269,WOOL659,Wool Signal PW5659
10270,WOOLFHH,Wool M.O.D. Siding FLHH
10271,WOOLMOD,Wool M.O.D. Siding
10272,WOOLS1,Wool Signal S1
10273,WOOLS11,Wool Signal 11
10274,WORC34,Worcester Signal TJ34
10275,WORCBRD,Worcester Back Road
10276,WORCCE,Worcester ISU (CE)
10277,WORCHER,Worcester Hereford Siding
10278,WORCLS,Worcester S.H. Long Sdg
10279,WORCMSD,Worcester Middle Siding
10280,WORCMSH,Worcs Middle Sdg Headshunt
10281,WORCS52,Worcs Shrub Hill Sig 52
10282,WORCS54,Worcester Signal 54
10283,WORCS59,Worcs Shrub Hill Sig 59
10284,WORCS67,Worcester Signal 67
10285,WORCSCS,Worcester L.M.D.
10286,WORCSFS,Worcester Foregate Street
10287,WORCSMB,Worcester Metal Box
10288,WORCSSH,Worcester Shrub Hill
10289,WORCSY,Worcester T.C.
10290,WORCT58,Worcester Tun Jn Sig 58
10291,WORCTJN,Tunnel Jn
10292,WORCWLJ,Wylds Lane Jn
10293,WORGRTJ,Worgret Jn
10294,WORK260,Worksop Signal WP260
10295,WORK621,Worksop SIG WP621
10296,WORKDAV,Worksop FD Davis & Son
10297,WORKGBF,Worksop Reception (GBRF)
10298,WORKLIP,Worksop Loco Holding Sdg
10299,WORKMGR,Worksop M.G.R. Depot
10300,WORKPFD,Worksop F.D.
10301,WORKROC,Worksop Rockware Glass
10302,WORKSDY,Worksop Down Yard
10303,WORKSOP,Worksop
10304,WORKSPE,Worksop East S.B.
10305,WORKSPS,Worksop Down Reception
10306,WORKSPW,Worksop West S.B.
10307,WORKSUR,Worksop Up Receptions
10308,WORKSUY,Worksop Up Yard
10309,WORKWRD,Worksop W.R.D.
10310,WORLE,Worle
10311,WORLEJ,Worle Jn
10312,WORSTED,Worstead
10313,WORT201,Worthing Signal LG201
10314,WORTHNG,Worthing
10315,WOTONWN,Wootton Wawen
10316,WRABNES,Wrabness
10317,WRAWBYJ,Wrawby Jn
10318,WRBLNGT,Warblington
10319,WRCS2,Worcester Park No. 2 Crossover
10320,WRCSTRP,Worcester Park
10321,WRDLFHH,Wardley Opencast DP (FHH)
10322,WRDLRJB,Wardley RJB Mining
10323,WRENBRY,Wrenbury
10324,WRENMG,Marley Green LC
10325,WRENRF,Reeds Farm LC
10326,WRESSLE,Wressle
10327,WREXCV,Cefn Viaduct
10328,WREXESB,Wrexham Exchange Junction
10329,WREXGUB,Wrexham General Up Bay
10330,WREXHMC,Wrexham Central
10331,WREXHMG,Wrexham General
10332,WREXHMN,Wrexham North
10333,WREXROS,Rossett LC
10334,WRGLFHH,LATCHFORD SDGS (FLHH)
10335,WRGT,Warrington Central
10336,WRGTCCS,Warrington Central C.S.
10337,WRGTNBQ,Warrington Bank Quay
10338,WRGTNCL,Warrington N.C.L. Sdgs
10339,WRGTNHS,Warrington H.S.
10340,WRGTRM2,Warrington Royal Mail (GB)
10341,WRGTRMT,Warrington Royal Mail (EW)
10342,WRGTRTS,Warrington Refuse T.S.
10343,WRGTWOJ,Walton Old Jn.
10344,WRGTWOM,Walton Old Jn.M.S.C.Sdgs
10345,WRGTWON,Walton Old N.Y.
10346,WRGTWOY,Walton Old Jn Yard
10347,WRGWOJN,Walton Canal Sidings FHH
10348,WRKALT,Warwick Avenue LT
10349,WRMNBGF,Beechgrove GF
10350,WRMNBGS,Warminster Army (MOD) Sdgs
10351,WRMNSTR,Warminster
10352,WRMNUS,Warminster Up Siding
10353,WRNGRMT,Peterborough Royal Mail
10354,WRNGSJD,St. James Deeping
10355,WRNGTNJ,Werrington Jn
10356,WRNTGBR,WRENTHORPE GBRF
10357,WRNTHPS,Wrenthorpe Recp.
10358,WRNTHRP,Wrenthorpe RP GBRF
10359,WROXHAM,Hoveton & Wroxham
10360,WROXHMR,Wroxham Recp.
10361,WRPLSDN,Worplesdon
10362,WRTINGJ,Worting Jn
10363,WRUI579,West Ruislip Signal ME579
10364,WRUI594,West Ruislip Signal ME594
10365,WRUICE,West Ruislip ISU (CE)
10366,WRUIGBR,West Ruislip LUL Dept GBRF
10367,WRUIGJN,Ruislip Gardens Junction
10368,WRUILUL,West Ruislip L.U.L. Depot
10369,WRUISLP,West Ruislip
10370,WRUNTON,West Runton
10371,WRWCKRD,Warwick Rd for Old Trffrd
10372,WRYSBRY,Wraysbury
10373,WSBG,Welshs Bridge
10374,WSBRNRJ,Westbourne Road Junction
10375,WSHFORD,Wishford
10376,WSHWDH1,Washwood Heath West Jn
10377,WSHWDHC,Washwood Heath C.C.E.
10378,WSHWDHR,Washwood Heath R.M.C.
10379,WSHWDLS,Washwood Heath LSRD26
10380,WSHWGBR,Washwood Heath RMC GBRF
10381,WSHWHDS,Washwood Heath Down Sdgs
10382,WSHWHEJ,Washwood Heath East Jn
10383,WSHWHMC,Washwood Heath Met.Cammel
10384,WSHWHPK,Washwood Heath Heartlands
10385,WSHWHRS,Washwood Heath CE Siding
10386,WSHWHUS,Washwood Heath Up Sidings
10387,WSHWUGL,Washwood Heath Up Goods Loop
10388,WSHWWRP,Heartlands Park WRP
10389,WSLE,West St.Leonards
10390,WSLKBNJ,West Sleekburn Jn
10391,WSLKWXJ,Winning Crossing Junction
10392,WSMARE,Weston-super-Mare
10393,WSORAER,Windsor & Eton Riverside
10394,WSTB105,Westbury Sig. W105
10395,WSTB753,Westbury Ground Signal 753
10396,WSTBCE,Westbury ISU (CE)
10397,WSTBDHS,Westbury Down TC Headshunt 
10398,WSTBDRC,Westbury Down Recp
10399,WSTBDS,Westbury DMU Sidings
10400,WSTBDTS,Westbury Down Trowbridge Sidings
10401,WSTBLAF,Westbury Tarmac
10402,WSTBLIP,Westbury L.I.P.
10403,WSTBRDY,Westbury Down T.C.
10404,WSTBRUY,Westbury Up T.C.
10405,WSTBRYW,Westbury
10406,WSTBSTA,Westbury Station Approach
10407,WSTBURC,Westbury Up Recp
10408,WSTBYCW,Westbury Cement Works
10409,WSTFELD,Westfield Opencast
10410,WSTFKLG,Kinglassie Loading Pad
10411,WSTG732,Westbury Ground Pos W732
10412,WSTHOMB,Westhoughton Metal Box
10413,WSTHOTN,Westhoughton
10414,WSTLCE,Westerleigh ISU (CE)
10415,WSTLGHJ,Westerleigh Jn
10416,WSTLGHM,Westerleigh Murco
10417,WSTLRTS,Westerleigh A.C.C. R.T.S
10418,WSTNSD,Waterston Sdgs
10419,WSTRFLD,Westerfield
10420,WSTSKD,Skeddoway
10421,WSTSTRT,West Street
10422,WSUTTON,West Sutton
10423,WTBY,Whitby
10424,WTCR,Whitecraigs
10425,WTFDSJN,Watford South Jn - (Met)
10426,WTHH,Wath
10427,WTHRCKJ,West Thurrock Jn
10428,WTHRCKS,West Thurrock Sidings
10429,WTHRFHH,West Thurrock Sidings FHH
10430,WTLEDGL,Whittlesford Down Goods Loop
10431,WTLEFDR,Whittlesford Recp.
10432,WTLESFD,Whittlesford Parkway
10433,WTLN,Watery Lane
10434,WTLYWXO,Wortley West Crossover
10435,WTNBGF,Wooton Bassett Ground Frame
10436,WTNBHST,Wootton Bassett High Street
10437,WTNBSFY,Wootton Bassett Fostr Ymn
10438,WTNBSTJ,Wootton Bassett Jn
10439,WTNTNOD,Whittington Oil Depot
10440,WTRNGBY,Wateringbury
10441,WTRNHF,Wateringbury Hop Farm
10442,WTRORTN,Water Orton
10443,WTRORWJ,Water Orton West Jn
10444,WTRSHMR,Wittersham Road
10445,WVCTJN,Wolvercote Jn
10446,WVLEBUS,Waterlooville (Precinct)
10447,WVLSFLD,Wivelsfield
10448,WVRM118,Wolverhampton Sig 118
10449,WVRM294,Wolverhampton Sig WS1294
10450,WVRM300,Wolverhampton Sig WS1300
10451,WVRM66,Wolverhampton Sig 66
10452,WVRM71,Wolverhampton Sig  WN71
10453,WVRM74,Wolverhampton Sig 74
10454,WVRMCS,Wolverhampton C.S.
10455,WVRMCY,Wolverhampton Coal Yard
10456,WVRMHTJ,Heath Town Jn
10457,WVRMPTN,Wolverhampton
10458,WVRMSRJ,Stafford Rd Jn
10459,WVRMTNJ,Wolverhampton North Jn
10460,WVRMTST,Wolverhampton Steel Term
10461,WVRTREJ,Wavertree Jn
10462,WVRTRPD,Wavertree P.C.D.
10463,WVRTTEC,Wavertree Technology Park
10464,WWICKHM,West Wickham
10465,WWODVIL,Westwood Village
10466,WWRTHND,West Worthing Shed
10467,WWRTHNG,West Worthing
10468,WWRTMS,West Worthing Middle Sdg
10469,WYBN,Weybourne
10470,WYEE,Wye
10471,WYEVJGF,Wye Valley Jn G.F.
10472,WYGN,Wylde Green
10473,WYLAM,Wylam
10474,WYLYAHB,Wylye AHB
10475,WYLYGF,Wylye Ground Frame
10476,WYMN32,WYMONDHAM SIGNAL W32
10477,WYMN35,Wymondham Signal W35
10478,WYMNDHM,Wymondham
10479,WYMNDLA,Wymondham Lane
10480,WYMNFHH,Wymondham FHH
10481,WYMONDS,Wymondham Sidings
10482,WYREVIA,Wyre Viaduct
10483,WYTH,Wythall
10484,YAAM,Yarm
10485,YALDING,Yalding
10486,YARHSWY,Yarmouth Slipway
10487,YARMCHS,Yarmouth C.H.S.
10488,YARMCMD,Yarmouth Car M.D.
10489,YARMREC,Yarmouth Recp.
10490,YARMTH,Great Yarmouth
10491,YATE,Yate
